Row ID,Order ID,Customer ID,Product ID,Postal Code,Order Date,Ship Date,Sales,order_key,ship_key,customer_key,region_key,product_key
23,CA-2017-137330,KB-16585,OFF-AP-10001492,68025.0,2017-12-09,2017-12-13,60.34,11,275,11,11,23
24,US-2018-156909,SF-20065,FUR-CH-10002774,19140.0,2018-07-16,2018-07-18,71.372,12,2203,12,12,24
25,CA-2016-106320,EB-13870,FUR-TA-10000577,84057.0,2016-09-25,2016-09-30,1044.63,13,2144,13,13,4
26,CA-2017-121755,EH-13945,OFF-BI-10001634,90049.0,2017-01-16,2017-01-20,11.648,14,2154,14,14,25
27,CA-2017-121755,EH-13945,TEC-AC-10003027,90049.0,2017-01-16,2017-01-20,90.57,14,2154,14,14,26
28,US-2016-150630,TB-21520,FUR-BO-10004834,19140.0,2016-09-17,2016-09-21,3083.43,15,1835,15,12,27
29,US-2016-150630,TB-21520,OFF-BI-10000474,19140.0,2016-09-17,2016-09-21,9.618,15,1835,15,12,28
30,US-2016-150630,TB-21520,FUR-FU-10004848,19140.0,2016-09-17,2016-09-21,124.2,15,1835,15,12,1339
31,US-2016-150630,TB-21520,OFF-EN-10001509,19140.0,2016-09-17,2016-09-21,3.264,15,1835,15,12,30
32,US-2016-150630,TB-21520,OFF-AR-10004042,19140.0,2016-09-17,2016-09-21,86.304,15,1835,15,12,31
33,US-2016-150630,TB-21520,OFF-BI-10001525,19140.0,2016-09-17,2016-09-21,6.858,15,1835,15,12,32
34,US-2016-150630,TB-21520,OFF-AR-10001683,19140.0,2016-09-17,2016-09-21,15.76,15,1835,15,12,33
35,CA-2018-107727,MA-17560,OFF-PA-10000249,77095.0,2018-10-19,2018-10-23,29.472,16,188,16,15,34
36,CA-2017-117590,GH-14485,TEC-PH-10004977,75080.0,2017-12-08,2017-12-10,1097.544,17,1601,17,16,35
37,CA-2017-117590,GH-14485,FUR-FU-10003664,75080.0,2017-12-08,2017-12-10,190.92,17,1601,17,16,36
38,CA-2016-117415,SN-20710,OFF-EN-10002986,77041.0,2016-12-27,2016-12-31,113.328,18,76,18,17,37
39,CA-2016-117415,SN-20710,FUR-BO-10002545,77041.0,2016-12-27,2016-12-31,532.3992,18,76,18,17,38
40,CA-2016-117415,SN-20710,FUR-CH-10004218,77041.0,2016-12-27,2016-12-31,212.058,18,76,18,17,39
41,CA-2016-117415,SN-20710,TEC-PH-10000486,77041.0,2016-12-27,2016-12-31,371.168,18,76,18,17,40
42,CA-2018-120999,LC-16930,TEC-PH-10004093,60540.0,2018-09-10,2018-09-15,147.168,19,830,19,18,41
43,CA-2017-101343,RA-19885,OFF-ST-10003479,90049.0,2017-07-17,2017-07-22,77.88,20,1966,20,14,42
44,CA-2018-139619,ES-14080,OFF-ST-10003282,32935.0,2018-09-19,2018-09-23,95.616,21,1772,21,19,43
45,CA-2017-118255,ON-18715,TEC-AC-10000171,55122.0,2017-03-11,2017-03-13,45.98,22,470,22,20,44
46,CA-2017-118255,ON-18715,OFF-BI-10003291,55122.0,2017-03-11,2017-03-13,17.46,22,470,22,20,45
47,CA-2015-146703,PO-18865,OFF-ST-10001713,48185.0,2015-10-20,2015-10-25,211.96,23,23,23,21,46
48,CA-2017-169194,LH-16900,TEC-AC-10002167,19901.0,2017-06-20,2017-06-25,45.0,24,373,24,22,47
49,CA-2017-169194,LH-16900,TEC-PH-10003988,19901.0,2017-06-20,2017-06-25,21.8,24,373,24,22,48
50,CA-2016-115742,DP-13000,OFF-BI-10004410,47150.0,2016-04-18,2016-04-22,38.22,25,2504,25,23,49
51,CA-2016-115742,DP-13000,OFF-LA-10002762,47150.0,2016-04-18,2016-04-22,75.18,25,2504,25,23,50
52,CA-2016-115742,DP-13000,FUR-FU-10001706,47150.0,2016-04-18,2016-04-22,6.16,25,2504,25,23,51
53,CA-2016-115742,DP-13000,FUR-CH-10003061,47150.0,2016-04-18,2016-04-22,89.99,25,2504,25,23,52
54,CA-2017-105816,JM-15265,OFF-FA-10000304,10024.0,2017-12-11,2017-12-17,15.26,26,2297,26,24,53
55,CA-2017-105816,JM-15265,TEC-PH-10002447,10024.0,2017-12-11,2017-12-17,1029.95,26,2297,26,24,54
56,CA-2017-111682,TB-21055,OFF-ST-10000604,12180.0,2017-06-17,2017-06-18,208.56,27,2466,27,25,55
57,CA-2017-111682,TB-21055,OFF-PA-10001569,12180.0,2017-06-17,2017-06-18,32.4,27,2466,27,25,56
58,CA-2017-111682,TB-21055,FUR-CH-10003968,12180.0,2017-06-17,2017-06-18,319.41,27,2466,27,25,57
59,CA-2017-111682,TB-21055,OFF-PA-10000587,12180.0,2017-06-17,2017-06-18,14.56,27,2466,27,25,58
60,CA-2017-111682,TB-21055,TEC-AC-10002167,12180.0,2017-06-17,2017-06-18,30.0,27,2466,27,25,47
61,CA-2017-111682,TB-21055,OFF-BI-10001460,12180.0,2017-06-17,2017-06-18,48.48,27,2466,27,25,59
62,CA-2017-111682,TB-21055,OFF-AR-10001868,12180.0,2017-06-17,2017-06-18,1.68,27,2466,27,25,60
63,CA-2016-135545,KM-16720,TEC-AC-10004633,90004.0,2016-11-24,2016-11-30,13.98,28,1298,28,26,61
64,CA-2016-135545,KM-16720,OFF-BI-10001078,90004.0,2016-11-24,2016-11-30,25.824,28,1298,28,26,62
65,CA-2016-135545,KM-16720,OFF-PA-10003892,90004.0,2016-11-24,2016-11-30,146.73,28,1298,28,26,63
66,CA-2016-135545,KM-16720,FUR-FU-10000397,90004.0,2016-11-24,2016-11-30,79.76,28,1298,28,26,64
67,US-2016-164175,PS-18970,FUR-CH-10001146,60610.0,2016-04-30,2016-05-05,213.115,29,1287,29,27,125
68,CA-2015-106376,BS-11590,OFF-AR-10002671,85234.0,2015-12-05,2015-12-10,1113.024,30,2148,30,28,66
69,CA-2015-106376,BS-11590,TEC-PH-10002726,85234.0,2015-12-05,2015-12-10,167.968,30,2148,30,28,67
70,CA-2017-119823,KD-16270,OFF-PA-10000482,22153.0,2017-06-04,2017-06-06,75.88,31,2143,31,29,68
71,CA-2017-106075,HM-14980,OFF-BI-10004654,10009.0,2017-09-18,2017-09-23,4.616,32,1136,32,30,1487
72,CA-2018-114440,TB-21520,OFF-PA-10004675,49201.0,2018-09-14,2018-09-17,19.05,33,2087,15,31,70
73,US-2016-134026,JE-15745,FUR-CH-10000513,38109.0,2016-04-26,2016-05-02,831.936,34,1186,33,32,71
74,US-2016-134026,JE-15745,FUR-FU-10003708,38109.0,2016-04-26,2016-05-02,97.04,34,1186,33,32,72
75,US-2016-134026,JE-15745,OFF-ST-10004123,38109.0,2016-04-26,2016-05-02,72.784,34,1186,33,32,73
76,US-2018-118038,KB-16600,OFF-BI-10004182,77041.0,2018-12-09,2018-12-11,1.248,35,1547,34,17,74
77,US-2018-118038,KB-16600,FUR-FU-10000260,77041.0,2018-12-09,2018-12-11,9.708,35,1547,34,17,75
78,US-2018-118038,KB-16600,OFF-ST-10000615,77041.0,2018-12-09,2018-12-11,27.24,35,1547,34,17,76
79,US-2015-147606,JE-15745,FUR-FU-10003194,77070.0,2015-11-26,2015-12-01,19.3,36,1822,33,33,77
80,CA-2017-127208,SC-20770,OFF-AP-10002118,35601.0,2017-06-12,2017-06-15,208.16,37,1365,35,34,78
81,CA-2017-127208,SC-20770,OFF-BI-10002309,35601.0,2017-06-12,2017-06-15,16.74,37,1365,35,34,79
82,CA-2015-139451,DN-13690,OFF-AR-10002053,94122.0,2015-10-12,2015-10-16,14.9,38,1673,36,35,80
83,CA-2015-139451,DN-13690,OFF-ST-10002370,94122.0,2015-10-12,2015-10-16,21.39,38,1673,36,35,81
84,CA-2016-149734,JC-16105,OFF-EN-10000927,27707.0,2016-09-03,2016-09-08,200.984,39,1118,37,36,82
85,US-2018-119662,CS-12400,OFF-ST-10003656,60623.0,2018-11-13,2018-11-16,230.376,40,1394,38,37,83
86,CA-2018-140088,PO-18865,FUR-CH-10000863,29203.0,2018-05-28,2018-05-30,301.96,41,2469,23,38,84
87,CA-2018-155558,PG-18895,TEC-AC-10001998,55901.0,2018-10-26,2018-11-02,19.99,42,1519,39,39,85
88,CA-2018-155558,PG-18895,OFF-LA-10000134,55901.0,2018-10-26,2018-11-02,6.16,42,1519,39,39,86
89,CA-2017-159695,GM-14455,OFF-ST-10003442,77095.0,2017-04-05,2017-04-10,158.368,43,2417,40,15,87
90,CA-2017-109806,JS-15685,OFF-AR-10004930,90036.0,2017-09-17,2017-09-22,20.1,44,1598,41,2,88
91,CA-2017-109806,JS-15685,TEC-PH-10004093,90036.0,2017-09-17,2017-09-22,73.584,44,1598,41,2,41
92,CA-2017-109806,JS-15685,OFF-PA-10000304,90036.0,2017-09-17,2017-09-22,6.48,44,1598,41,2,89
93,CA-2016-149587,KB-16315,OFF-PA-10003177,55407.0,2016-01-31,2016-02-05,12.96,45,354,42,40,90
94,CA-2016-149587,KB-16315,FUR-FU-10003799,55407.0,2016-01-31,2016-02-05,53.34,45,354,42,40,91
95,CA-2016-149587,KB-16315,OFF-BI-10002852,55407.0,2016-01-31,2016-02-05,32.96,45,354,42,40,92
96,US-2018-109484,RB-19705,OFF-BI-10004738,97206.0,2018-11-06,2018-11-12,5.682,46,863,43,41,93
97,CA-2018-161018,PN-18775,FUR-FU-10000629,10009.0,2018-11-09,2018-11-11,96.53,47,590,44,30,94
98,CA-2018-157833,KD-16345,OFF-BI-10001721,94122.0,2018-06-17,2018-06-20,51.312,48,1973,45,35,95
99,CA-2017-149223,ER-13855,OFF-AP-10000358,55106.0,2017-09-06,2017-09-11,77.88,49,446,46,42,96
100,CA-2017-158568,RB-19465,OFF-PA-10003256,60610.0,2017-08-29,2017-09-02,64.624,50,1292,47,27,97
101,CA-2017-158568,RB-19465,TEC-AC-10001767,60610.0,2017-08-29,2017-09-02,95.976,50,1292,47,27,98
102,CA-2017-158568,RB-19465,OFF-BI-10002609,60610.0,2017-08-29,2017-09-02,1.788,50,1292,47,27,99
103,CA-2017-129903,GZ-14470,OFF-PA-10004040,55901.0,2017-12-01,2017-12-04,23.92,51,2173,48,39,100
104,US-2016-156867,LC-16870,TEC-AC-10001552,80013.0,2016-11-13,2016-11-17,238.896,52,996,49,43,101
105,US-2016-156867,LC-16870,FUR-FU-10004006,80013.0,2016-11-13,2016-11-17,102.36,52,996,49,43,102
106,US-2016-156867,LC-16870,OFF-BI-10002794,80013.0,2016-11-13,2016-11-17,36.882,52,996,49,43,103
107,CA-2018-119004,JM-15250,TEC-AC-10003499,28205.0,2018-11-23,2018-11-28,74.112,53,53,50,44,104
108,CA-2018-119004,JM-15250,TEC-PH-10002844,28205.0,2018-11-23,2018-11-28,27.992,53,53,50,44,105
109,CA-2018-119004,JM-15250,OFF-AR-10000390,28205.0,2018-11-23,2018-11-28,3.304,53,53,50,44,106
110,CA-2016-129476,PA-19060,TEC-AC-10000844,60462.0,2016-10-15,2016-10-20,339.96,54,2104,51,45,107
111,CA-2018-146780,CV-12805,FUR-FU-10001934,10035.0,2018-12-25,2018-12-30,41.96,55,55,52,371,108
112,CA-2017-128867,CL-12565,OFF-AR-10000380,50322.0,2017-11-03,2017-11-10,75.96,56,62,53,47,109
113,CA-2017-128867,CL-12565,OFF-BI-10003981,50322.0,2017-11-03,2017-11-10,27.24,56,62,53,47,110
114,CA-2015-115259,RC-19960,OFF-FA-10000621,43229.0,2015-08-25,2015-08-27,40.096,57,2113,54,48,111
115,CA-2015-115259,RC-19960,OFF-EN-10002600,43229.0,2015-08-25,2015-08-27,4.72,57,2113,54,48,112
116,CA-2015-115259,RC-19960,OFF-PA-10004965,43229.0,2015-08-25,2015-08-27,23.976,57,2113,54,48,113
117,CA-2015-115259,RC-19960,OFF-EN-10002504,43229.0,2015-08-25,2015-08-27,130.464,57,2113,54,48,114
118,CA-2016-110457,DK-13090,FUR-TA-10001768,98103.0,2016-03-02,2016-03-06,787.53,58,58,55,6,115
119,US-2016-136476,GG-14650,OFF-BI-10003650,37620.0,2016-04-05,2016-04-10,157.794,59,2461,56,49,116
120,CA-2017-103730,SC-20725,FUR-FU-10002157,19805.0,2017-06-12,2017-06-15,47.04,60,1365,57,50,117
121,CA-2017-103730,SC-20725,OFF-BI-10003910,19805.0,2017-06-12,2017-06-15,30.84,60,1365,57,50,9
122,CA-2017-103730,SC-20725,OFF-ST-10000777,19805.0,2017-06-12,2017-06-15,226.56,60,1365,57,50,118
123,CA-2017-103730,SC-20725,OFF-EN-10002500,19805.0,2017-06-12,2017-06-15,115.02,60,1365,57,50,119
124,CA-2017-103730,SC-20725,TEC-PH-10003875,19805.0,2017-06-12,2017-06-15,68.04,60,1365,57,50,120
125,US-2015-152030,AD-10180,FUR-CH-10004063,77041.0,2015-12-26,2015-12-28,600.558,61,1230,58,17,121
126,US-2015-134614,PF-19165,FUR-TA-10004534,61701.0,2015-09-20,2015-09-25,617.7,62,2502,59,51,122
127,US-2018-107272,TS-21610,OFF-BI-10003274,85023.0,2018-11-05,2018-11-12,2.388,63,863,60,52,123
128,US-2018-107272,TS-21610,OFF-ST-10002974,85023.0,2018-11-05,2018-11-12,243.992,63,863,60,52,124
129,US-2017-125969,LS-16975,FUR-CH-10001146,90004.0,2017-11-06,2017-11-10,81.424,64,62,61,26,125
130,US-2017-125969,LS-16975,FUR-FU-10003773,90004.0,2017-11-06,2017-11-10,238.56,64,62,61,26,126
131,US-2018-164147,DW-13585,TEC-PH-10002293,43229.0,2018-02-02,2018-02-05,59.97,65,337,62,48,127
132,US-2018-164147,DW-13585,OFF-PA-10002377,43229.0,2018-02-02,2018-02-05,78.304,65,337,62,48,568
133,US-2018-164147,DW-13585,OFF-FA-10002780,43229.0,2018-02-02,2018-02-05,21.456,65,337,62,48,129
134,CA-2017-145583,LC-16885,OFF-PA-10001804,95661.0,2017-10-13,2017-10-19,20.04,66,64,63,53,130
135,CA-2017-145583,LC-16885,OFF-PA-10001736,95661.0,2017-10-13,2017-10-19,35.44,66,64,63,53,131
136,CA-2017-145583,LC-16885,OFF-AR-10001149,95661.0,2017-10-13,2017-10-19,11.52,66,64,63,53,1580
137,CA-2017-145583,LC-16885,OFF-FA-10002988,95661.0,2017-10-13,2017-10-19,4.02,66,64,63,53,133
138,CA-2017-145583,LC-16885,OFF-BI-10004781,95661.0,2017-10-13,2017-10-19,76.176,66,64,63,53,134
139,CA-2017-145583,LC-16885,OFF-SU-10001218,95661.0,2017-10-13,2017-10-19,65.88,66,64,63,53,135
140,CA-2017-145583,LC-16885,FUR-FU-10001706,95661.0,2017-10-13,2017-10-19,43.12,66,64,63,53,51
141,CA-2017-110366,JD-15895,FUR-FU-10004848,19140.0,2017-09-05,2017-09-07,82.8,67,2208,64,12,1339
142,CA-2018-106180,SH-19975,OFF-AR-10000940,94122.0,2018-09-18,2018-09-23,8.82,68,1772,65,35,136
143,CA-2018-106180,SH-19975,OFF-EN-10004030,94122.0,2018-09-18,2018-09-23,10.86,68,1772,65,35,137
144,CA-2018-106180,SH-19975,OFF-PA-10004327,94122.0,2018-09-18,2018-09-23,143.7,68,1772,65,35,138
145,CA-2018-155376,SG-20080,OFF-AP-10001058,64055.0,2018-12-22,2018-12-27,839.43,69,2216,66,54,139
146,CA-2016-110744,HA-14920,OFF-ST-10003656,91104.0,2016-09-07,2016-09-12,671.93,70,2378,67,55,83
147,CA-2015-110072,MG-17680,FUR-FU-10000521,43055.0,2015-10-22,2015-10-28,93.888,71,1939,68,56,140
148,CA-2017-114489,JE-16165,TEC-PH-10000215,53132.0,2017-12-05,2017-12-09,384.45,72,2415,69,57,141
149,CA-2017-114489,JE-16165,TEC-PH-10001448,53132.0,2017-12-05,2017-12-09,149.97,72,2415,69,57,142
150,CA-2017-114489,JE-16165,FUR-CH-10000454,53132.0,2017-12-05,2017-12-09,1951.84,72,2415,69,57,2
151,CA-2017-114489,JE-16165,OFF-BI-10002735,53132.0,2017-12-05,2017-12-09,171.55,72,2415,69,57,143
152,CA-2017-158834,TW-21025,OFF-AP-10000326,85254.0,2017-03-13,2017-03-16,157.92,73,1354,70,58,144
153,CA-2017-158834,TW-21025,TEC-PH-10001254,85254.0,2017-03-13,2017-03-16,203.184,73,1354,70,58,145
154,CA-2016-124919,SP-20650,OFF-PA-10001950,95123.0,2016-05-31,2016-06-02,58.38,74,2240,71,59,146
155,CA-2016-124919,SP-20650,OFF-PA-10002254,95123.0,2016-05-31,2016-06-02,105.52,74,2240,71,59,147
156,CA-2016-124919,SP-20650,OFF-ST-10001590,95123.0,2016-05-31,2016-06-02,80.88,74,2240,71,59,148
157,CA-2016-118948,NK-18490,OFF-AR-10001547,98105.0,2016-05-28,2016-06-03,6.63,75,72,72,60,149
158,CA-2015-104269,DB-13060,FUR-CH-10004063,98115.0,2015-03-01,2015-03-06,457.568,76,73,73,61,121
159,CA-2017-114104,NP-18670,OFF-LA-10002475,73034.0,2017-11-20,2017-11-24,14.62,77,130,74,62,150
160,CA-2017-114104,NP-18670,TEC-PH-10004536,73034.0,2017-11-20,2017-11-24,944.93,77,130,74,62,151
161,CA-2017-162733,TT-21070,OFF-PA-10002751,90045.0,2017-05-11,2017-05-12,5.98,78,2352,75,63,152
162,CA-2016-119697,EM-13960,TEC-AC-10003657,19134.0,2016-12-28,2016-12-31,54.384,79,76,76,64,153
163,CA-2017-154508,RD-19900,OFF-EN-10001990,88220.0,2017-11-16,2017-11-20,28.4,80,77,77,65,154
164,CA-2017-113817,MJ-17740,OFF-BI-10004002,98115.0,2017-11-07,2017-11-11,27.68,81,78,78,61,155
165,CA-2015-139892,BM-11140,OFF-AR-10004441,78207.0,2015-09-08,2015-09-12,9.936,82,1062,79,66,156
166,CA-2015-139892,BM-11140,TEC-MA-10000822,78207.0,2015-09-08,2015-09-12,8159.952,82,1062,79,66,157
167,CA-2015-139892,BM-11140,OFF-ST-10000991,78207.0,2015-09-08,2015-09-12,275.928,82,1062,79,66,158
168,CA-2015-139892,BM-11140,FUR-CH-10004287,78207.0,2015-09-08,2015-09-12,1740.06,82,1062,79,66,159
169,CA-2015-139892,BM-11140,OFF-AR-10002656,78207.0,2015-09-08,2015-09-12,32.064,82,1062,79,66,160
170,CA-2015-139892,BM-11140,OFF-AP-10002518,78207.0,2015-09-08,2015-09-12,177.98,82,1062,79,66,161
171,CA-2015-139892,BM-11140,TEC-PH-10003931,78207.0,2015-09-08,2015-09-12,143.976,82,1062,79,66,162
172,CA-2015-118962,CS-12130,OFF-PA-10000659,90004.0,2015-08-05,2015-08-09,20.94,83,596,80,26,1324
173,CA-2015-118962,CS-12130,OFF-PA-10001144,90004.0,2015-08-05,2015-08-09,110.96,83,596,80,26,164
174,CA-2015-118962,CS-12130,FUR-CH-10003817,90004.0,2015-08-05,2015-08-09,340.144,83,596,80,26,165
175,US-2015-100853,JB-15400,OFF-AP-10000891,60623.0,2015-09-14,2015-09-19,52.448,84,1970,81,37,166
176,US-2015-100853,JB-15400,OFF-LA-10003148,60623.0,2015-09-14,2015-09-19,20.16,84,1970,81,37,167
177,US-2018-152366,SJ-20500,OFF-AP-10002684,77036.0,2018-04-21,2018-04-25,97.264,85,1913,82,67,168
178,US-2016-101511,JE-15745,FUR-CH-10004698,43055.0,2016-11-21,2016-11-23,396.802,86,1862,33,56,169
179,US-2016-101511,JE-15745,OFF-SU-10002189,43055.0,2016-11-21,2016-11-23,15.88,86,1862,33,56,170
180,CA-2016-137225,JK-15640,OFF-AR-10001940,10009.0,2016-12-15,2016-12-19,3.28,87,2440,83,30,171
181,CA-2015-166191,DK-13150,OFF-ST-10003455,62521.0,2015-12-05,2015-12-09,24.816,88,838,84,68,172
182,CA-2015-166191,DK-13150,TEC-AC-10004659,62521.0,2015-12-05,2015-12-09,408.744,88,838,84,68,173
183,CA-2015-158274,RM-19675,TEC-PH-10003273,71203.0,2015-11-19,2015-11-24,503.96,89,1403,85,69,174
184,CA-2015-158274,RM-19675,TEC-PH-10004896,71203.0,2015-11-19,2015-11-24,149.95,89,1403,85,69,175
185,CA-2015-158274,RM-19675,TEC-AC-10002345,71203.0,2015-11-19,2015-11-24,29.0,89,1403,85,69,176
186,CA-2017-105018,SK-19990,OFF-BI-10001890,6824.0,2017-11-28,2017-12-02,7.16,90,87,86,70,177
187,CA-2015-123260,FM-14290,TEC-AC-10002323,90032.0,2015-08-26,2015-08-30,176.8,91,1949,87,4,178
188,CA-2017-157000,AM-10360,OFF-ST-10001328,75051.0,2017-07-16,2017-07-22,37.224,92,1966,88,71,179
189,CA-2017-157000,AM-10360,OFF-PA-10001950,75051.0,2017-07-16,2017-07-22,20.016,92,1966,88,71,146
190,CA-2016-102281,MP-17470,FUR-BO-10002613,10035.0,2016-10-12,2016-10-14,899.136,93,89,89,371,180
191,CA-2016-102281,MP-17470,TEC-PH-10001552,10035.0,2016-10-12,2016-10-14,71.76,93,89,89,371,181
192,CA-2016-102281,MP-17470,OFF-PA-10000061,10035.0,2016-10-12,2016-10-14,51.84,93,89,89,371,182
193,CA-2016-102281,MP-17470,FUR-BO-10002545,10035.0,2016-10-12,2016-10-14,626.352,93,89,89,371,38
194,CA-2016-102281,MP-17470,OFF-AR-10003514,10035.0,2016-10-12,2016-10-14,19.9,93,89,89,371,183
195,CA-2016-131457,MZ-17515,OFF-EN-10001509,92374.0,2016-10-31,2016-11-06,14.28,94,90,90,72,30
196,CA-2015-140004,CB-12025,OFF-AR-10004685,45011.0,2015-03-21,2015-03-25,7.408,95,91,91,73,184
197,CA-2015-140004,CB-12025,OFF-AR-10004027,45011.0,2015-03-21,2015-03-25,6.048,95,91,91,73,185
198,CA-2018-107720,VM-21685,OFF-ST-10001414,7090.0,2018-11-06,2018-11-13,46.26,96,2305,92,74,186
199,US-2018-124303,FH-14365,OFF-BI-10000343,19120.0,2018-07-06,2018-07-13,2.946,97,1075,93,75,187
200,US-2018-124303,FH-14365,OFF-PA-10002749,19120.0,2018-07-06,2018-07-13,16.056,97,1075,93,75,188
201,CA-2018-105074,MB-17305,OFF-PA-10002666,44312.0,2018-06-24,2018-06-29,21.744,98,1522,94,76,189
202,CA-2015-133690,BS-11755,FUR-TA-10004289,80219.0,2015-08-03,2015-08-05,218.75,99,1214,95,77,190
203,CA-2015-133690,BS-11755,OFF-AP-10003622,80219.0,2015-08-03,2015-08-05,2.6,99,1214,95,77,191
204,US-2018-116701,LC-17140,OFF-AP-10003217,75220.0,2018-12-17,2018-12-21,66.284,100,1469,96,78,192
205,CA-2018-126382,HK-14890,FUR-FU-10002960,37064.0,2018-06-03,2018-06-07,35.168,101,2372,97,79,193
206,CA-2018-108329,LE-16810,TEC-PH-10001918,90604.0,2018-12-09,2018-12-14,444.768,102,2058,98,80,194
207,CA-2018-135860,JH-15985,OFF-ST-10000642,48601.0,2018-12-01,2018-12-07,83.92,103,821,99,81,195
208,CA-2018-135860,JH-15985,TEC-PH-10001700,48601.0,2018-12-01,2018-12-07,131.98,103,821,99,81,196
209,CA-2018-135860,JH-15985,OFF-BI-10003274,48601.0,2018-12-01,2018-12-07,15.92,103,821,99,81,123
210,CA-2018-135860,JH-15985,OFF-FA-10000134,48601.0,2018-12-01,2018-12-07,52.29,103,821,99,81,197
211,CA-2018-135860,JH-15985,OFF-ST-10001522,48601.0,2018-12-01,2018-12-07,91.99,103,821,99,81,198
212,CA-2016-101007,MS-17980,TEC-AC-10001266,75220.0,2016-02-09,2016-02-13,20.8,104,333,100,78,199
213,CA-2016-146262,VW-21775,OFF-LA-10004544,44256.0,2016-01-02,2016-01-09,23.68,105,101,101,82,200
214,CA-2016-146262,VW-21775,FUR-BO-10004695,44256.0,2016-01-02,2016-01-09,452.45,105,101,101,82,201
215,CA-2016-146262,VW-21775,TEC-PH-10002844,44256.0,2016-01-02,2016-01-09,62.982,105,101,101,82,105
216,CA-2016-146262,VW-21775,TEC-MA-10000864,44256.0,2016-01-02,2016-01-09,1188.0,105,101,101,82,202
217,CA-2016-146262,VW-21775,TEC-AC-10000109,44256.0,2016-01-02,2016-01-09,89.584,105,101,101,82,203
218,CA-2017-130162,JH-15910,OFF-ST-10001328,90032.0,2017-10-28,2017-11-01,93.06,106,1575,102,4,179
219,CA-2017-130162,JH-15910,TEC-PH-10002563,90032.0,2017-10-28,2017-11-01,302.376,106,1575,102,4,204
220,CA-2016-169397,JB-15925,OFF-FA-10000585,43017.0,2016-12-24,2016-12-27,5.584,107,2130,103,83,205
221,CA-2016-169397,JB-15925,OFF-PA-10004000,43017.0,2016-12-24,2016-12-27,22.704,107,2130,103,83,206
222,CA-2016-169397,JB-15925,OFF-BI-10002852,43017.0,2016-12-24,2016-12-27,19.776,107,2130,103,83,92
223,CA-2016-169397,JB-15925,FUR-FU-10000087,43017.0,2016-12-24,2016-12-27,72.704,107,2130,103,83,207
224,CA-2016-169397,JB-15925,TEC-MA-10001148,43017.0,2016-12-24,2016-12-27,479.988,107,2130,103,83,1577
225,CA-2016-169397,JB-15925,OFF-AR-10001958,43017.0,2016-12-24,2016-12-27,27.168,107,2130,103,83,209
